file,phonemes
radagraf.wav,ˈ ɾˠ a d̪ˠ ə ɡ ɾˠ ə fˠ
gearrscannán.wav,ˈ ɟ aː ɾˠ ˈ sˠ k a n̻ˠ a n̻ˠ
freagracht.wav,ˈ fʲ ɾʲ a ɡ ɾˠ a x t̪ˠ
comhthaobhach.wav,ˈ k oː h i vˠ a h
ionfhabhtaigh.wav,i n̻ˠ oː t̪ˠ iː
oideolaíoch.wav,ˈ o dʲ o l̻ˠ iˑə h
íon.wav,ˈ iː n̻ˠ
aeriompair.wav,eː ɾʲ i mˠ pˠ ə ɾʲ
comhoibriú.wav,ˈ k oː ˈ o bʲ ɾʲ uː
portán.wav,ˈ pˠ a ɾˠ t̪ˠ a n̻ˠ
aguisín.wav,ˈ a ɡ ə ʃ i nʲ
gaileon.wav,ˈ ɡ a lʲ o n̻ˠ
promanád.wav,ˈ pˠ ɾˠ o mˠ ə n̻ˠ a d̪ˠ
smid.wav,ˈ sˠ mʲ i dʲ
craosfholcadh.wav,ˈ k ɾˠ iː sˠ o l̻ˠ k uː
brocamas.wav,ˈ bˠ ɾˠ o k ə mˠ ə sˠ
saothróir.wav,ˈ sˠ iː ɾ̥ˠ o ɾʲ
feoiliteoir.wav,fʲ oː lʲ i tʲ o ɾʲ
stail.wav,ˈ sˠ t̪ˠ a lʲ
seachtdéagú.wav,ˈ ʃ a ɾˠ tʲ dʲ eː ɡ uː
formhéadúchán.wav,fˠ a ɾʲ ə vˠ eː d̪ˠ uː h a n̻ˠ
nuamhaisiú.wav,ˈ n̻ˠ uˑə ˈ vˠ a ʃ uː
bunchloch.wav,ˈ bˠ u n̻ˠ h l̻ˠ a h
nuachóiriú.wav,ˈ n̻ˠ uˑə ˈ x oː ɾʲ uː
glasphluma.wav,ˈ ɡ l̻ˠ a sˠ ˈ fˠ l̻ˠ u mˠ ə
athraonta.wav,a h ɾˠ iː n̻ˠ t̪ˠ ə
caimín.wav,k a mʲ iː nʲ
anord.wav,ˈ a n̻ˠ oː ɾˠ d̪ˠ
saorphoc.wav,ˈ sˠ iː ɾˠ ˈ fˠ o k
síobadh.wav,ˈ ʃ iː bˠ uː
foirceann.wav,ˈ fˠ o ɾʲ c ə n̻ˠ
tallannach.wav,ˈ t̪ˠ o l̻ˠ ə n̻ˠ a h ə
ruithneach.wav,ˈ ɾˠ i hʲ nʲ a h
ceanncheathrú.wav,ˈ c a n̻ˠ ç a h ɾˠ uː
cónaidhm.wav,ˈ k oː n̻ˠ eː mʲ
dordveidhle.wav,ˈ d̪ˠ o ˈ ɾˠ dʲ vʲ eː lʲ ə
Ollannach.wav,ˈ o ˈ l̻ˠ a ˈ n̻ˠ a h
todhchaí.wav,ˈ t̪ˠ au h iː
tralaí.wav,ˈ t̪ˠ ɾˠ o l̻ˠ iː
plúrach.wav,ˈ pˠ l̻ˠ uː ɾˠ a h
cruabheirithe.wav,k ɾˠ ua vʲ ə ɾʲ iː
suiminteam.wav,ˈ sˠ i mʲ ə nʲ tʲ ə mˠ
oighreata.wav,ˈ ai ɾʲ ə t̪ˠ ə
sileacan.wav,ʃ i lʲ ə k ə n̻ˠ
eastóscach.wav,a sˠ t̪ˠ oː sˠ k a h
gabhlaigh.wav,ˈ ɡ au l̻ˠ iː
Tuircis.wav,ˈ t̪ˠ i ɾʲ c ə ʃ
clóraimfeineacól.wav,k l̻ˠ oː ɾˠ ə mʲ fʲ ə nʲ ə k o l̻ˠ
scóna.wav,sˠ k oː n̻ˠ ə
cantúnach.wav,k a n̻ˠ t̪ˠ uː n̻ˠ a h
lánseiceáil.wav,ˈ l̻ˠ aː n̻ˠ ˈ ʃ e c a lʲ
dífhoirmiúchán.wav,dʲ iː ə ɾʲ ə mʲ uː h a n̻ˠ
creachach.wav,ˈ c ɾʲ a x a h
íditheoir.wav,ˈ iː dʲ ə h o ɾʲ
fonnadh.wav,ˈ fˠ o ˈ n̻ˠ eː
lúbach.wav,ˈ l̻ˠ uː bˠ a h
Aonaíoch.wav,ˈ eː ˈ n̻ˠ iː h
scála.wav,ˈ sˠ k aː l̻ˠ ə
fara.wav,ˈ fˠ a ɾˠ ə
síoróipeach.wav,ʃ iː ɾˠ oː pʲ a h
bainne.wav,ˈ bˠ a n̻ʲ ə
oscailt.wav,ˈ o sˠ k ə l̻ʲ tʲ
caomhantas.wav,k iː vˠ ə n̻ˠ t̪ˠ ə sˠ
cnáibín.wav,ˈ k ɾˠ aː bʲ iː nʲ
fosfar.wav,ˈ fˠ o sˠ fˠ ə ɾˠ
blaicín.wav,bˠ l̻ˠ a c iː nʲ
cinedhíothú.wav,c i nʲ ə j iː h uː
Uimhreacha.wav,ˈ i vʲ ɾʲ ə h ə
druid.wav,ˈ d̪ˠ ɾˠ i dʲ
barrchaolú.wav,bˠ a ɾˠ ə x iː l̻ˠ uː
druileáil.wav,ˈ d̪ˠ ɾˠ i lʲ a lʲ
dearóiliú.wav,dʲ a ɾˠ oː lʲ uː
armatúr.wav,a ɾˠ ə mˠ ə t̪ˠ u ɾˠ
pé.wav,ˈ pʲ eː
athghinte.wav,a hʲ j i nʲ tʲ ə
ionsaí.wav,ˈ i n̻ˠ sˠ iː
geata.wav,ˈ ɟ a t̪ˠ ə
corparáideach.wav,ˈ k o ɾˠ pˠ ə ɾˠ a dʲ a h
gruaig.wav,ˈ ɡ ɾˠ ua ɟ
sáile.wav,ˈ sˠ aː lʲ ə
caramalaigh.wav,k a ɾˠ ə mˠ ə l̻ˠ iː
seastán.wav,ˈ ʃ a sˠ t̪ˠ a n̻ˠ
séisín.wav,ˈ ʃ eː ʃ iː nʲ
rinceoir.wav,ˈ ɾˠ i ɲ c o ɾʲ
ágar.wav,aː ɡ ə ɾˠ
mairgneach.wav,ˈ mˠ a ɾʲ ə ɟ nʲ a h
truaill.wav,ˈ t̪ˠ ɾˠ ua l̻ʲ
ródaí.wav,ɾˠ oː d̪ˠ iː
póigín.wav,ˈ pˠ oː ɟ iː nʲ
sprús.wav,ˈ sˠ pˠ ɾˠ uː sˠ
brocach.wav,ˈ bˠ ɾˠ o k a h
airgid.wav,ˈ a ɾʲ ə ɟ ə dʲ
míchinniúnach.wav,mʲ iː hʲ i n̻ʲ uː n̻ˠ a h
coinnigh.wav,ˈ k o n̻ʲ iː
clársceidealú.wav,ˈ k l̻ˠ aː ɾʲ ʃ c ə dʲ ə l̻ˠ uː
foclach.wav,ˈ fˠ o k l̻ˠ a h
traigéideach.wav,ˈ t̪ˠ ɾˠ a ɟ eː dʲ ə h
tóraitheoir.wav,t̪ˠ oː ɾˠ ai ç o ɾʲ
réamhíocaíocht.wav,ˈ ɾˠ eː ˈ vˠ iː k iː a x t̪ˠ
áireamh.wav,ˈ aː ɾʲ uː
san.wav,sˠ ə n̻ˠ
aeráid.wav,ˈ eː ɾˠ a dʲ
áireamhán.wav,ˈ aː ɾʲ ə vˠ a n̻ˠ
sailchuach.wav,ˈ sˠ a lʲ ˈ x ua h
triantánach.wav,ˈ tʲ ɾʲ ia n̻ˠ t̪ˠ a n̻ˠ a h
mionphointe.wav,ˈ mʲ i n̻ˠ ˈ fˠ o n̻ʲ tʲ ə
crúbach.wav,ˈ k ɾˠ uː bˠ a h
foclachas.wav,fˠ o k l̻ˠ ə h ə sˠ
barbarachas.wav,bˠ a ɾˠ ə bˠ ə ɾˠ ə h ə sˠ
campas.wav,k a mˠ pˠ ə sˠ
gásach.wav,ɡ aː sˠ a h
paipír.wav,pˠ a pʲ iː ɾʲ
neamhchónaitheach.wav,nʲ au h oː n̻ˠ ai ç a h
gluaisteach.wav,ɡ l̻ˠ ua ʃ tʲ a h
sluga.wav,ˈ sˠ l̻ˠ o ɡ ə
leachtacht.wav,lʲ a ɾˠ t̪ˠ a ɾˠ t̪ˠ
caoineachán.wav,k iː nʲ ə h a n̻ˠ
gur.wav,ˈ ɡ ə ɾˠ
ollphéist.wav,ˈ o l̻ˠ ˈ fʲ e ʃ tʲ
amaideach.wav,ˈ a mˠ ə dʲ a h
ciontaigh.wav,ˈ c i n̻ˠ t̪ˠ iː
maighnéadaigh.wav,ˈ mˠ ai nʲ e d̪ˠ iː
míthreoir.wav,ˈ mʲ iː ɾ̥ʲ oː ɾʲ
báltaí.wav,bˠ aː l̻ˠ t̪ˠ iː
uascánta.wav,ˈ ua sˠ k a n̻ˠ t̪ˠ ə
reoigh.wav,ˈ ɾˠ oː j
labhras.wav,ˈ l̻ˠ oː ɾˠ ə sˠ
sroich.wav,ˈ sˠ ɾˠ o ç
mírúnach.wav,mʲ iː ɾʲ uː n̻ˠ a h
síor.wav,ˈ ʃ iː ɾˠ
scrogall.wav,ˈ sˠ k ɾˠ o ɡ ə l̻ˠ
Mongóilise.wav,ˈ mˠ o ŋ ɡ o lʲ ə ʃ ə
anorac.wav,a n̻ˠ ə ɾˠ ə k
tulbhuille.wav,ˈ t̪ˠ u l̻ˠ ə vˠ ə l̻ʲ ə
draíochta.wav,ˈ d̪ˠ ɾˠ iː a x t̪ˠ ə
tionlacain.wav,ˈ tʲ i n̻ˠ l̻ˠ ə k ə nʲ
órdhonn.wav,ˈ oː ɾˠ ɣ o n̻ˠ
locair.wav,ˈ l̻ˠ o k ə ɾʲ
comhthofa.wav,k oː h ə fˠ ə
líonolann.wav,ˈ l̻ʲ iː n̻ˠ o l̻ˠ ə n̻ˠ
cianrialú.wav,ˈ c iˑə n̻ˠ ˈ ɾˠ ia l̻ˠ uː
mórgacht.wav,ˈ mˠ oː ɾˠ ɡ a x t̪ˠ
broghach.wav,ˈ bˠ ɾˠ au h
mórthomhas.wav,mˠ oː ɾ̥ˠ oː sˠ
dúr.wav,ˈ d̪ˠ uː ɾˠ
luais.wav,ˈ l̻ˠ uˑə ʃ
friochtóg.wav,fʲ ɾʲ i ɾˠ t̪ˠ o ɡ
bindealaigh.wav,ˈ bʲ i nʲ dʲ ə l̻ˠ iː
athlonnaithe.wav,a h l̻ˠ ə n̻ˠ iː
beibhealta.wav,bʲ e vʲ ə l̻ˠ t̪ˠ ə
tráthchlár.wav,ˈ t̪ˠ ɾˠ aː h l̻ˠ a ɾˠ
cillbhalla.wav,c i l̻ʲ ə vʲ ə l̻ˠ ə
inbhéartú.wav,i nʲ ə vʲ eː ɾˠ t̪ˠ uː
rabhlóg.wav,ˈ ɾˠ au l̻ˠ o ɡ
logainm.wav,ˈ l̻ˠ o ɡ a nʲ ə mʲ
cóla.wav,ˈ k oː l̻ˠ ə
foclóir.wav,ˈ fˠ o k l̻ˠ o ɾʲ
amlíne.wav,ˈ a mʲ lʲ iː nʲ ə
drochúsáid.wav,ˈ d̪ˠ ɾˠ o ˈ x uː sˠ a dʲ
tréach.wav,ˈ tʲ ɾʲ eː h
taispeántóir.wav,t̪ˠ a ʃ pʲ aː n̻ˠ t̪ˠ o ɾʲ
brataigh.wav,ˈ bˠ ɾˠ a t̪ˠ iː
iontaofa.wav,ˌ i n̻ˠ ˈ t̪ˠ iː fˠ ə
mioscaiseach.wav,ˈ mʲ i sˠ k ə ʃ a h
beart.wav,ˈ bʲ a ɾˠ t̪ˠ
goirín.wav,ˈ ɡ i ɾʲ i nʲ
gealltóir.wav,ˈ ɟ a l̻ˠ t̪ˠ o ɾʲ
abhaill.wav,ˈ au l̻ʲ
báinseach.wav,ˈ bˠ aː n̻ʲ ʃ a h
spraíúlacht.wav,sˠ pˠ ɾˠ iː uː l̻ˠ a ɾˠ t̪ˠ
gabhdóir.wav,ɡ oː d̪ˠ o ɾʲ
bandaleithead.wav,ˈ bˠ a n̻ˠ ˈ d̪ˠ a lʲ ə h ə d̪ˠ
bogoighear.wav,bˠ o ɡ eː ə ɾˠ
Niue.wav,ˈ n̻ʲ u ə
gearr-radharcach.wav,ˈ ɟ aː ɾˠ ˈ ɾˠ ai ɾˠ k a h
gual.wav,ˈ ɡ ua l̻ˠ
clúdaigh.wav,ˈ k l̻ˠ uː d̪ˠ iː
aereiteog.wav,eː ɾʲ ə tʲ o ɡ
neamhfheiceálach.wav,nʲ au ə c aː l̻ˠ a h
taiscéal.wav,ˈ t̪ˠ a ʃ c e l̻ˠ
eitrigh.wav,ˈ e tʲ ɾʲ iː
luachra.wav,ˈ l̻ˠ uˑə x ˈ ɾˠ a
filistíneach.wav,ˈ fʲ i lʲ ə ʃ tʲ i nʲ a h
póg.wav,ˈ pˠ oː ɡ
ramallach.wav,ˈ ɾˠ a mˠ ə l̻ˠ a h
aistreog.wav,ˈ a ʃ ˈ tʲ ɾʲ oː ɡ
treorach.wav,ˈ tʲ ɾʲ oː ɾˠ a h
cambheart.wav,ˈ k a mʲ bʲ h ə ɾˠ t̪ˠ
céard.wav,ˈ c eː ɾˠ d̪ˠ
crannteorainn.wav,k ɾˠ a n̻ʲ tʲ oː ɾˠ ə n̻ʲ
geal-liath.wav,ˈ ɟ a ˈ l̻ʲ iˑə
athbhríoch.wav,ˈ a vʲ ɾʲ i a h
brístín.wav,ˈ bʲ ɾʲ iː ʃ tʲ i nʲ
do.wav,ˈ d̪ˠ ə
sóisialú.wav,sˠ oː ʃ ia l̻ˠ uː
saofa.wav,ˈ sˠ iː fˠ ə
bánóg.wav,bˠ aː n̻ˠ o ɡ
múrtha.wav,ˈ mˠ uː ɾˠ h ə
calma.wav,ˈ k o l̻ˠ ə mˠ ə
tréigean.wav,ˈ tʲ ɾʲ eː ɟ ə n̻ˠ
nua-aimsearthacht.wav,ˈ n̻ˠ uˑə ˈ a mʲ ʃ ə ɾˠ h ə ɾˠ t̪ˠ
citris.wav,c i tʲ ɾʲ i ʃ
seamaí.wav,ˈ ʃ a mˠ iː
maighdeog.wav,ˈ mˠ ai dʲ o ɡ
staidéir.wav,ˈ sˠ t̪ˠ a dʲ eː ɾʲ
bantracht.wav,ˈ bˠ a n̻ˠ t̪ˠ ɾˠ a x t̪ˠ
sochmaíocht.wav,ˈ sˠ o ˈ x mˠ iː ɾˠ t̪ˠ
creachaire.wav,c ɾʲ a h ə ɾʲ ə
siúcra.wav,ˈ ʃ uː k ɾˠ ə
corrmhéar.wav,ˈ k o ɾˠ vʲ eː ɾˠ
fuingicíd.wav,ˈ fˠ i ɲ ə c iː dʲ
piara.wav,ˈ pʲ ia ɾˠ ə
núicléach.wav,ˈ n̻ˠ uː c lʲ e h
sceideal.wav,ˈ ʃ c e dʲ ə l̻ˠ
meallóg.wav,ˈ mʲ a l̻ˠ o ɡ
cultas.wav,k u l̻ˠ t̪ˠ ə sˠ
gearrthéarmach.wav,ˈ ɟ aː ɾˠ ˈ h eː ɾˠ mˠ a h
Sileach.wav,ˈ ʃ i lʲ ə h
dais.wav,d̪ˠ a ʃ
deireanach.wav,ˈ dʲ e ɾʲ ə n̻ˠ a h
priontáil.wav,ˈ pʲ ɾʲ i n̻ˠ t̪ˠ a lʲ
cuain.wav,ˈ k ua nʲ
diúgaire.wav,ˈ dʲ uː ɡ ə ɾʲ ə
mionsonraithe.wav,ˈ mʲ i n̻ˠ ˈ sˠ o ˈ n̻ˠ ɾˠ a h ə
níolón.wav,ˈ nʲ iː l̻ˠ o n̻ˠ
leabhragán.wav,ˈ l̻ʲ au ɾˠ ə ɡ a n̻ˠ
soiscéal.wav,ˈ sˠ o ʃ c e l̻ˠ
síceolaíochta.wav,ˈ ʃ iː c o l̻ˠ iˑə ɾˠ t̪ˠ ə
míshásúil.wav,ˈ mʲ iː ˈ h aː sˠ u lʲ
frithbheathach.wav,ˈ fʲ ɾʲ i ˈ vʲ a h a h
réamhchúram.wav,ˈ ɾˠ eː vˠ ˈ x uː ɾˠ ə mˠ
snapadh.wav,sˠ n̻ˠ a pˠ uː
scáthach.wav,sˠ k aː h a h
snagach.wav,ˈ sˠ n̻ˠ a ɡ a h
comóntach.wav,k o mˠ oː n̻ˠ t̪ˠ a h
niúmóine.wav,ˈ nʲ uː mˠ o nʲ ə
mílítheacht.wav,mʲ iː lʲ iː hʲ a ɾˠ t̪ˠ
úr.wav,ˈ uː ɾˠ
pléineáilte.wav,ˈ pʲ lʲ eː nʲ a l̻ʲ tʲ ə
plásóg.wav,ˈ pˠ l̻ˠ aː sˠ o ɡ
ceanntásc.wav,c a n̻ˠ t̪ˠ a sˠ k
gaineamhchloch.wav,ˈ ɡ a nʲ ə vˠ x l̻ˠ a h
athphróiseáilte.wav,ˈ a ˈ fˠ ɾˠ oː ʃ aː lʲ tʲ ə
comheinsím.wav,k oː ə nʲ ʃ iː mʲ
tachrán.wav,ˈ t̪ˠ a h ɾˠ a n̻ˠ
cláruimhir.wav,k l̻ˠ aː ɾˠ ə vʲ i ɾʲ
bolscaireacht.wav,ˈ bˠ o l̻ˠ sˠ k ə ɾʲ a x t̪ˠ
uirí.wav,i ɾʲ iː
cúnamh.wav,ˈ k uː n̻ˠ uː
cuibhriú.wav,k i vʲ ɾʲ uː
dúchúlra.wav,ˈ d̪ˠ uː h uː l̻ˠ ɾˠ ə
neachtar.wav,ˈ nʲ a x t̪ˠ ə ɾˠ
Dóraise.wav,ˈ d̪ˠ oː ˈ ɾˠ a ʃ ə
irischlár.wav,ˈ i ɾʲ ə sˠ h l̻ˠ aː ɾˠ
ceithearnach.wav,ˈ c ai hʲ ə ɾˠ n̻ˠ a h
marcachas.wav,mˠ a ɾˠ k ə h ə sˠ
ruánach.wav,ˈ ɾˠ uː aː n̻ˠ ə h
uirísligh.wav,ˈ i ɾʲ i ʃ lʲ iː
beár.wav,ˈ bʲ aː ɾˠ
dea-chlú.wav,ˈ dʲ aː ˈ x l̻ˠ uː
siosmaideach.wav,ˈ ʃ i sˠ mˠ ə dʲ ə h
polca.wav,ˈ pˠ o l̻ˠ k ə
fuaimchlár.wav,fˠ ua mʲ ç lʲ a ɾˠ
athchairdeas.wav,ˈ a x a ɾˠ dʲ ə
té.wav,ˈ tʲ eː
comharthach.wav,k oː ɾ̥ˠ a h
corpoideachas.wav,ˈ k oː ɾˠ pˠ ə dʲ ə h ə sˠ
brácáil.wav,bˠ ɾˠ aː k a lʲ
ceanndánacht.wav,ˈ c a n̻ˠ d̪ˠ a n̻ˠ a x t̪ˠ
lúidín.wav,ˈ l̻ˠ uː dʲ i nʲ
poblacht.wav,ˈ pˠ o bˠ l̻ˠ a x t̪ˠ
craobhlíne.wav,k ɾˠ iː vʲ lʲ iː nʲ ə
bodharbhalbhán.wav,ˈ bˠ au ɾˠ vˠ ə l̻ˠ vˠ aː n̻ˠ
sloinn.wav,ˈ sˠ l̻ˠ o n̻ʲ
sifear.wav,ʃ i fʲ ə ɾˠ
téadán.wav,ˈ tʲ eː d̪ˠ a n̻ˠ
idirghuí.wav,ˈ i dʲ ə ɾʲ ˈ ɣ iː
donn.wav,ˈ d̪ˠ o n̻ˠ
leisciúlacht.wav,ˈ l̻ʲ e ʃ c u l̻ˠ a x t̪ˠ
cúramóir.wav,ˈ k uː ɾˠ ə mˠ o ɾʲ
maranáidigh.wav,mˠ a ɾˠ ə n̻ˠ aː dʲ iː
neamhchásmhar.wav,nʲ au h aː sˠ vˠ ə ɾˠ
Doiminice.wav,ˈ d̪ˠ o ˈ i ˈ mʲ i nʲ ə c ə
ionraidh.wav,ˈ i n̻ˠ ɾˠ iː
buí.wav,ˈ bˠ iː
cumhachtú.wav,k uː ə ɾˠ t̪ˠ uː
geilleagar.wav,ˈ ɟ e l̻ʲ ə ɡ ə ɾˠ
beainín.wav,ˈ bʲ a nʲ iː nʲ
foirmiúlacht.wav,ˈ fˠ o ɾʲ ə mʲ u l̻ˠ a x t̪ˠ
teascaí.wav,tʲ a sˠ k iː
catóir.wav,ˈ k a t̪ˠ o ɾʲ
buígh.wav,ˈ bˠ iː j
ribe.wav,ˈ ɾˠ i bʲ ə
suaill.wav,ˈ sˠ ua l̻ʲ
cuasach.wav,ˈ k ua sˠ a h
tafann.wav,ˈ t̪ˠ a fˠ ə n̻ˠ
códaithe.wav,k oː d̪ˠ iː
toirmeascach.wav,ˈ t̪ˠ o ɾʲ ə mʲ ə sˠ k a h
téite.wav,ˈ tʲ eː tʲ ə
támh.wav,t̪ˠ aː vˠ
bior.wav,ˈ bʲ i ɾˠ
aerlíne.wav,ˈ eː ɾˠ ˈ l̻ʲ iː nʲ ə
níor.wav,ˈ n̻ʲ iː ɾˠ
gealadh.wav,ɟ a l̻ˠ uː
mírigh.wav,ˈ mʲ iː ˈ ɾˠ i j
milsigh.wav,ˈ mʲ i l̻ʲ ʃ iː
aiféalach.wav,ˈ a fʲ e l̻ˠ a h
scoile.wav,ˈ sˠ k o lʲ ə
corraiceacht.wav,k a ɾˠ ə c a ɾˠ t̪ˠ
guais.wav,ˈ ɡ ua ʃ
fiachas.wav,ˈ fʲ iˑə h ə sˠ
siocair.wav,ˈ ʃ i k ə ɾʲ
treasach.wav,tʲ ɾʲ a sˠ a h
neodrach.wav,ˈ nʲ oː d̪ˠ ɾˠ a h
scabhaitéir.wav,ˈ sˠ k au tʲ e ɾʲ
tua.wav,ˈ t̪ˠ ua
dálaí.wav,ˈ d̪ˠ aː ˈ l̻ˠ iː
muise.wav,ˈ mˠ i ʃ ə
clasaicí.wav,ˈ k l̻ˠ a sˠ ə c iː
crios.wav,ˈ c ɾʲ i sˠ
cochla.wav,k o h l̻ˠ ə
casúr.wav,ˈ k a sˠ u ɾˠ
cleatráil.wav,c lʲ a t̪ˠ ɾˠ a lʲ
ceadal.wav,ˈ c a d̪ˠ ə l̻ˠ
Leosóta.wav,ˈ l̻ʲ oː sˠ o t̪ˠ ə
mallghníomhach.wav,ˈ mˠ a l̻ʲ j nʲ iˑə vˠ ə h
ceireachán.wav,c e ɾʲ ə h a n̻ˠ
athchraol.wav,ˈ a ˈ x ɾˠ iː l̻ˠ
innéacsuimhir.wav,ˈ i ˈ n̻ʲ eː k sˠ ə vʲ ə ɾʲ
alcólach.wav,ˈ o l̻ˠ k o l̻ˠ a h
féachadóir.wav,ˈ fʲ eː x ə d̪ˠ o ɾʲ
áith.wav,ˈ aː
feartach.wav,ˈ fʲ a ɾˠ t̪ˠ ə h
crosphailnithe.wav,k ɾˠ a sˠ fˠ ə lʲ nʲ iː
eachtrán.wav,ˈ a ɾˠ t̪ˠ ɾˠ aː n̻ˠ
ceansacht.wav,ˈ c a n̻ˠ sˠ a x t̪ˠ
cíos.wav,ˈ c iː sˠ
amfaitéatar.wav,a mˠ fˠ ə tʲ eː t̪ˠ ə ɾˠ
cuardaigh.wav,ˈ k ua ɾˠ d̪ˠ iː
balúnú.wav,ˈ bˠ a l̻ˠ uː n̻ˠ uː
normalúchán.wav,ˈ n̻ˠ oː ɾˠ ə mˠ ə l̻ˠ uː h aː n̻ˠ
sruth.wav,ˈ sˠ ɾˠ u h
cuntaois.wav,ˈ k u n̻ˠ t̪ˠ i ʃ
crochtacht.wav,ˈ k ɾˠ o ɾˠ t̪ˠ ə ɾˠ t̪ˠ
uamhan.wav,ˈ ua n̻ˠ
pleota.wav,ˈ pʲ lʲ oː t̪ˠ ə
cataíl.wav,ˈ k a t̪ˠ i lʲ
mígheanúil.wav,mʲ iː j ə n̻ˠ u lʲ
gorta.wav,ˈ ɡ o ɾˠ t̪ˠ ə
cíorcheangal.wav,c iː ɾʲ ç ə ŋ ə l̻ˠ
túschic.wav,ˈ t̪ˠ uː ʃ ç ə c
Másaíoch.wav,ˈ mˠ aː sˠ iˑə h
gairmiúil.wav,ˈ ɡ a ɾʲ ə mʲ u lʲ
teorainn.wav,ˈ tʲ oː ɾˠ ə n̻ʲ
atéamh.wav,a tʲ a vˠ
iarmhartach.wav,ˈ ia ɾˠ vˠ ə ɾˠ t̪ˠ a h
réamhchliniciúil.wav,ˈ ɾˠ eː vˠ ˈ ç lʲ i nʲ ə c u lʲ
iomchuí.wav,ˈ i mˠ ˈ x iː
aithnid.wav,ai ç nʲ i dʲ
roinnteoir.wav,ˈ ɾˠ o n̻ʲ tʲ o ɾʲ
deannachúil.wav,ˈ dʲ a n̻ˠ ə x u lʲ
díolmhaithe.wav,ˈ dʲ iː l̻ˠ vˠ ə h ə
sár.wav,ˈ sˠ aː ɾˠ
ceachartha.wav,ˈ c a h ə ɾˠ h ə
fóirsteanacht.wav,fˠ oː ɾˠ ʃ tʲ ə n̻ˠ a ɾˠ t̪ˠ
síodúlacht.wav,ʃ iː d̪ˠ uː l̻ˠ a ɾˠ t̪ˠ
cliamhain.wav,ˈ c lʲ ia vˠ ə nʲ
bris.wav,ˈ bʲ ɾʲ i ʃ
sliogán.wav,ˈ ʃ lʲ i ɡ a n̻ˠ
athbhútáil.wav,a h vˠ uː t̪ˠ a lʲ
coinneac.wav,ˈ k o n̻ʲ a k
suiríoch.wav,ˈ sˠ i ɾʲ i a h
gleacaí.wav,ˈ ɟ lʲ a k iː
bochtaithe.wav,bˠ o ɾˠ t̪ˠ iː
aidiúnach.wav,ˈ a dʲ u n̻ˠ a h
polaitéin.wav,ˈ pˠ o l̻ˠ ə tʲ e nʲ
bráid.wav,ˈ bˠ ɾˠ aː dʲ
úirinéal.wav,uː ɾʲ i nʲ a l̻ˠ
príobháid.wav,ˈ pʲ ɾʲ iː vˠ a dʲ
geoin.wav,ˈ ɟ oː nʲ
cairpéad.wav,ˈ k a ɾʲ pʲ e d̪ˠ
Meán.wav,ˈ mʲ aː n̻ˠ
mionathraigh.wav,ˈ mʲ i ˈ n̻ˠ a h ɾˠ iː
cuasfhuinneog.wav,k ua sˠ ə n̻ʲ o ɡ
giúl.wav,ɟ uː l̻ˠ
aerdhíonach.wav,ˈ eː ɾˠ ˈ j i n̻ˠ a h
aimsigh.wav,ˈ a mʲ ʃ iː
spréachta.wav,ˈ sˠ pʲ ɾʲ eː ɾˠ t̪ˠ ə
faisnéiseach.wav,ˈ fˠ a ʃ nʲ e ʃ a h
sealbhúchán.wav,ˈ ʃ a l̻ˠ ə vˠ uː h aː n̻ˠ
piotútach.wav,ˈ pʲ i t̪ˠ uː t̪ˠ ə h
saoithíneach.wav,sˠ iː ç iː nʲ a h
aibí.wav,ˈ a bʲ iː
fairsing.wav,ˈ fˠ a ɾˠ ʃ ə ɲ
scagtha.wav,sˠ k a k ə
Laighin.wav,ˈ l̻ˠ ai ə nʲ
urghránna.wav,ˈ u ɾˠ ɣ ɾˠ a n̻ˠ ə
cúltaisce.wav,k uː l̻ˠ t̪ˠ ə ʃ c ə
rollta.wav,ɾˠ a l̻ˠ t̪ˠ ə
cónaidhmeach.wav,k oː n̻ˠ eː mʲ a h
míshásta.wav,ˈ mʲ iː ˈ h aː sˠ t̪ˠ ə
Eiritréach.wav,ˈ e ɾʲ ə tʲ ɾʲ eː h
comhphróiseálaí.wav,k oː fˠ ɾˠ oː ʃ aː l̻ˠ iː
Mac.wav,ˈ mˠ a k
beagluachach.wav,ˈ bʲ ə ɡ ˈ l̻ˠ uˑə h ə h
driog.wav,ˈ dʲ ɾʲ i ɡ
scríobaire.wav,ʃ c ɾʲ iː bˠ ə ɾʲ ə
filiméala.wav,ˈ fʲ i lʲ ə mʲ e l̻ˠ ə
muince.wav,ˈ mˠ i ɲ c ə
meathchléach.wav,ˈ mʲ a ˈ ç lʲ eː h
comhfhreagróir.wav,k oː ɾʲ ə ɡ ɾˠ o ɾʲ
cuma.wav,ˈ k u mˠ ə
fachtóirigh.wav,ˈ fˠ a ɾˠ t̪ˠ o ɾʲ ə
dubhaigh.wav,ˈ d̪ˠ u vˠ iː
beiril.wav,bʲ e ɾʲ i lʲ
díotáil.wav,ˈ dʲ iː t̪ˠ a lʲ
curaíocht.wav,ˈ k u ɾˠ iː a x t̪ˠ
athchnag.wav,a h h n̻ˠ ə ɡ
neamhriachtanach.wav,ˈ n̻ʲ a vˠ ˈ ɾˠ ia x t̪ˠ ə n̻ˠ a h
bunoscionn.wav,ˈ bˠ u n̻ˠ ə sˠ c u n̻ˠ
